Abyss | Description | Abysses are interactable objects in instances which spawns cracks and pits that spawn monsters. They can spawn from Act 6 onwards. This encounter is considered Extra Content and has a baseline greater than 8% chance to appear in any map area.
Modifier | Explicit modifiers | Monsters have different means of receiving modifiers:
Modifier | Explicit modifiers | On items, modifiers can be changed by spending currency :
Modifier | Explicit modifiers | Certain sources can drop items with special explicit modifiers not found on standard items:
Modifier | Explicit modifiers | Areas may receive modifiers depending on how they were created unlike items, monsters or strongboxes:
Modifier | Conditions | Modifiers usually include conditions which are used to determine how they appear. These are generally used to govern the creation of explicit modifiers on entities.
Modifier | Domain | The domain of a modifier specifies what kind of game object it applies to. The domains are primarily reverse engineered, as detailed information has been removed from the game files.
Modifier | Generation type | The mod generation determines "how" the mod will be created on an item. The generation types are primarily reverse engineered, as detailed information has been removed from the game files.
Modifier | Mod Level | The required level of the relevant entity. For example, this can be the required item level or a monster level.
Modifier | Mod Level | However, there are cases where this is not respected: in particular this is the case for any mods that are directly given to other entities, such as implicit mods including enchantments or monsters with innate mods.
Modifier | Mod Level | The mod level is also a factor in calculating the level requirement of items ; raising the level requirement up to 80% requirement of the mod (with the requirement rounded down to the nearest whole integer). In particular this is the case for mods on unique items and for enchantments
Modifier | Mod Level | For example, Seven-League Step normally has a level requirement of 1, however after adding a legacy 0.5% of Damage Leeched as Life if you've Killed Recently enchantment from the Labyrinth its level requirement increases to ⌈ 66 × 0.8 ⌉ = 52 \color [rgb]{0.6392156862745098,0.5529411764705883,0.42745098039215684}\left\lceil {66\times 0.8}\right\rceil =52.
Modifier | Group/family | Each modifier belongs to one or more groups (or families). These restrict which modifiers may appear on an object together. [1] Only one modifier from any given group may appear on an object; in other words, all modifiers belonging to a group are mutually exclusive with one another.
Modifier | Group/family | This is often used used to influence the crafting of items, where players will add a mod from an undesired group of modifiers to block it. This means the undesired mods in that group will not be added when crafting currency is used. Together with the item level requirements, this creates the "tiered" system of modifiers.
Modifier | Tags | Mods use the internal Tag system to determine on which entities they can appear and how likely they are to appear on entities. Tags are classified as spawn weight tag and mod tag:
Modifier | Spawn weight tag | Spawn weight tag primarily functions like this:
Modifier | Spawn weight tag | So, for example:
Modifier | Mod tag | Mods can be found tagged with mod tags. A non-exhaustive list can be found below. Some mods do not have any tags. These tags can interact with Catalysts , Fossils , Harvest crafting, and Heist enchantments.
Modifier | Mod tag | In the table below, the tags on the top row have associated Harvest crafts. As a result, they also have associated tag colours. The tags on the bottom row have neither.
Modifier | Mod tag | The metamods of Spellcraft - Cannot roll Attack Modifiers (Suffix) and of Weaponcraft - Cannot roll Caster Modifiers (Suffix) can interact with Harvest crafting, Exalted Orbs , Orbs of Annulment , and the beastcrafting recipes "Add a Suffix, Remove a Random Prefix" ( Farric Lynx Alpha ) and "Add a Prefix, Remove a Random Suffix" ( Farric Wolf Alpha ).
Modifier | Mod tag | For example, when an Exalted Orb is used on an item with the of Spellcraft of Spellcraft Suffix Cannot roll Attack Modifiers , the Exalted Orb cannot add modifiers with the "Attack" tag. Similarly, when an Orb of Annulment is used on an item with the of Weaponcraft of Weaponcraft Suffix Cannot roll Caster Modifiers modifier, it will not remove any modifiers with the "Caster" tag.
Modifier | Mod tag | Some crafting methods ignore or cannot be used with metamods. Awakener's Orb s [8] ignore them. Essences [9] and resonators socketed with fossils may not be used on items with metamods.
Modifier | Mod tag | Quality applied to jewellery , such as rings , belts , and amulets , can only be applied with Catalysts. Each type of Catalyst will apply a different type of quality which increases magnitudes of modifiers with the tags associated with the quality type.
Modifier | Mod tag | For example, when a Fertile Catalyst is applied to jewellery , it will apply a quality that increases the magnitude of modifiers with the Life or Mana tags, up to 20%. A modifier normally granting "+79 to Maximum Life" on the item will be enhanced to instead grant "+94 to Maximum Life", and a modifier normally granting "Non-Channelling Skills have -7 to Total Mana Cost" will be enhanced to instead grant "Non-Channelling Skills have -8 to Total Mana Cost". Modifiers enhanced this way will round down decimal values.
